transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,product_name_master,category_master,revenue,discount_amount,net_revenue
1366,291,Jerry Freeman,109,65000.0,Refrigerator,home appliances,offline,Mumbai,2026-05-02,3,UPI,0.4,43acd52789abe52e74310c529a680e966f532607c50fa56b744dc29495804124,XXXXXX1801,successful,Refrigerator,Home Appliances,195000.0,78000.0,117000.0
1367,452,Cory Humphrey,105,45000.0,Tv,Electronics,online,Hyderabad,2026-03-15,4,UPI,0.2,36c0fd5811151249b7527006cf1f2a30104d304917e361238015b6d082c8018a,XXXXXX7438,successful,TV,Electronics,180000.0,36000.0,144000.0
1368,570,Donald Carter,101,250000.0,Laptop,Electronics,online,Chennai,2025-08-04,3,Card,0.35,fac4dcc8ab7348aa83d911264d07925b9f733b815ce06bb28547fedb07d981eb,XXXXXX0219,successful,Laptop,Electronics,750000.0,262500.0,487500.0
1369,933,Zachary Khan,108,15000.0,Mixer Grinder,HOME,online,Bangalore,2025-09-06,2,UPI,0.35,355b3b9a9289c38591536242d2715661cca3197dcd916c580ed7ee6afb4f95dc,XXXXXX3581,successful,Mixer Grinder,Home Appliances,30000.0,10500.0,19500.0
1370,295,Samuel Decker,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-07-09,1,Card,0.05,7301bc79347bfc4125e022f75880e5973eda2f667573ac194466336ccfec9bc4,XXXXXX4676,successful,Microwave,Home Appliances,45000.0,2250.0,42750.0
1371,799,Stephanie Dunn,101,250000.0,Laptop,Electronics,offline,Delhi,2026-08-03,1,UPI,0.05,08194ee6d135d934e7d0321240c43f7fd76a2cb0f9dbcb3c7e8f9c7daf748b66,XXXXXX0744,successful,Laptop,Electronics,250000.0,12500.0,237500.0
1372,367,Joshua Tate,105,45000.0,Tv,Electronics,online,Delhi,2025-07-22,4,Cash,0.3,ab0006ae0a752b7d16e45025179a49302ecc828b1171fd3ef17ae8925ff6cc4d,XXXXXX3716,successful,TV,Electronics,180000.0,54000.0,126000.0
1373,878,Sarah Brown,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-03-06,4,NetBanking,0.1,7bbe566abde868222ad2f5a0147ea44df8ebb6d4e210d2b9ab338eec2b08ca0e,XXXXXX2098,successful,Microwave,Home Appliances,180000.0,18000.0,162000.0
1374,806,Jacqueline Cantu,101,250000.0,Laptop,Electronics,offline,Chennai,2025-12-04,4,Card,0.15,bad84afa5c740ef5260b7a4fc808f8620d6723099edd27ad2ce5b6ddbdce3bc2,XXXXXX4533,successful,Laptop,Electronics,1000000.0,150000.0,850000.0
1375,289,Kelly Powell,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-05-07,5,NetBanking,0.25,2aad87f1a011ac9023e67ad1d5173713d71e6295aa03b549655127348b8a427e,XXXXXX9444,successful,Sofa,Furniture,400000.0,100000.0,300000.0
1376,383,Debra Parker,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-03-28,3,Cash,0.2,96f5c4629c7c9c73dad651ebf2908a0e5217adaab21089fa38657d9df639d6c5,XXXXXX5109,successful,Mixer Grinder,Home Appliances,45000.0,9000.0,36000.0
1377,693,Joseph Maldonado,101,250000.0,Laptop,Electronics,online,Delhi,2025-05-29,3,UPI,0.05,620906c08a4041373730723e7eadd094e026d0cb9df225a51a4955837a5add4b,XXXXXX5157,successful,Laptop,Electronics,750000.0,37500.0,712500.0
1378,622,Hannah Bell,102,70000.0,Phone,Electronics,online,Chennai,2025-11-29,2,UPI,0.1,f9a7b53c5a0c8bffbb60f208d576478ea8350650f24caa62f5eebede496e680c,XXXXXX1523,successful,Phone,Electronics,140000.0,14000.0,126000.0
1379,100,Thomas Walker,105,45000.0,Tv,Electronics,online,Delhi,2026-02-17,4,Card,0.4,d00b3292df7fa2825d9d19980e8e31e35fb24759ce09f0c87030404e26a3faaf,XXXXXX4824,successful,TV,Electronics,180000.0,72000.0,108000.0
1380,425,Lindsay Buchanan,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-05-17,3,Card,0.2,b7a2e0353ae0edc0414ca897ae4eed9e589d4be43a8ebce0f9bd271f95da4327,XXXXXX1779,successful,Microwave,Home Appliances,135000.0,27000.0,108000.0
1381,228,James Hernandez,106,80000.0,Sofa,FURN,offline,Hyderabad,2025-01-05,5,Card,0.15,cd931453c2a38b73fd95150d1e8a54298ab4647c6f0f451e9588a55758fa7a38,XXXXXX4253,successful,Sofa,Furniture,400000.0,60000.0,340000.0
1382,445,Steven Byrd,103,1300.0,Shirt,Clothing,online,Chennai,2025-08-18,5,Card,0.4,cb5994c495e8ab55f26d19df3fa20b79ed6f557b50fdee721f3556658823c264,XXXXXX6124,successful,Shirt,Clothing,6500.0,2600.0,3900.0
1383,610,Melissa Jones,109,65000.0,Refrigerator,HOME,offline,Chennai,2025-11-11,3,UPI,0.1,c552dde91fd4b3e6c8cf46ddfe9805bd6d4dc5846bc00e3e7f22c082e9e0bd93,XXXXXX9133,successful,Refrigerator,Home Appliances,195000.0,19500.0,175500.0
1384,32,Shane Carlson,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-09-21,4,Cash,0.2,4467fc7bbc7af4f3484c14db3b104318fb7572a952d8b8996f581343495bb641,XXXXXX2910,successful,Laptop,Electronics,1000000.0,200000.0,800000.0
1385,517,Fernando Garza,106,80000.0,Sofa,Furniture,online,Mumbai,2025-05-05,1,NetBanking,0.1,aba4d1995ca914cb02c4420f02911ab6f5c398f0ea70463e7c4eef35b3f7c8ca,XXXXXX5200,successful,Sofa,Furniture,80000.0,8000.0,72000.0
1386,389,Tyler Kim,107,50000.0,Dining Table,FURN,offline,Bangalore,2026-01-19,3,UPI,0.3,6f1bea868c881f153d84b1e4460e71b9dbad7222133f9771836bf7c9a50609f3,XXXXXX5816,successful,Dining Table,Furniture,150000.0,45000.0,105000.0
1386,389,Tyler Kim,107,50000.0,Dining Table,FURN,offline,Bangalore,2026-01-19,3,UPI,0.3,6f1bea868c881f153d84b1e4460e71b9dbad7222133f9771836bf7c9a50609f3,XXXXXX5816,failed,Dining Table,Furniture,150000.0,45000.0,105000.0
1387,840,Veronica Ashley,107,50000.0,Dining Table,FURN,offline,Delhi,2025-06-13,4,Cash,0.15,ee2f58209125cd568d074d8b9b7f72432da124650edcf2151d18c9ce5925586f,XXXXXX9830,successful,Dining Table,Furniture,200000.0,30000.0,170000.0
1388,638,Kaitlyn Reed,104,8000.0,Shoes,CLOTH,offline,Bangalore,2025-06-16,2,Card,0.25,9377a12deff95b3939bc7e81ca44d337752bfac1bc01af00976b9b51024df80a,XXXXXX2113,successful,Shoes,Clothing,16000.0,4000.0,12000.0
1389,178,Claudia Miles,109,65000.0,Refrigerator,home appliances,online,Bangalore,2026-01-19,1,Cash,0.05,e1e477231c97f004a06aa7a7b8cdf5093f251d76e4171f58663af336b5ac2db5,XXXXXX5587,successful,Refrigerator,Home Appliances,65000.0,3250.0,61750.0
1390,288,Darren Parker,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-06-02,2,UPI,0.05,10e29cbeda48e534b6c580cf8e53d92364939d1826d5e1a6b7b6e538bbdd53ad,XXXXXX3569,successful,Mixer Grinder,Home Appliances,30000.0,1500.0,28500.0
1391,281,Ashley Anderson,104,8000.0,Shoes,CLOTH,offline,Bangalore,2025-06-15,3,Cash,0.2,6f78c76d95c2da6b588cbe16279910e72a0fb52cd25b2bdfc21dae2223f3b153,XXXXXX5033,successful,Shoes,Clothing,24000.0,4800.0,19200.0
1392,266,Nicole Diaz,108,15000.0,Mixer Grinder,home appliances,online,Mumbai,2025-04-27,2,NetBanking,0.35,b85ac49075249e5701a7a33d0a06aa3826a78f5025a626fe88f5beb5b681b5d2,XXXXXX3174,successful,Mixer Grinder,Home Appliances,30000.0,10500.0,19500.0
1393,395,John Lee,105,45000.0,Tv,Electronics,online,Mumbai,2026-01-18,5,NetBanking,0.1,958c60d4f20afe1aad38f7718b8a3439dedb498291acd66e6c8c955a6c00819e,XXXXXX2921,successful,TV,Electronics,225000.0,22500.0,202500.0
1394,469,Michael Garcia,103,1300.0,Shirt,clothing,offline,Delhi,2026-03-26,4,UPI,0.4,8a0689462b7641a7b89e3f1835cc2893a7180ce5e3cf9172c527a48ba9161db4,XXXXXX9516,successful,Shirt,Clothing,5200.0,2080.0,3120.0
1395,180,Chelsea Meyer,103,1300.0,Shirt,clothing,offline,Bangalore,2025-12-01,1,Cash,0.35,65b59fa4ffaf267c149288747774acc0ffcc5bd35c0022ec3b1fd121c4648074,XXXXXX6560,successful,Shirt,Clothing,1300.0,454.99999999999994,845.0
1396,537,Ernest Meyers,106,80000.0,Sofa,FURN,online,Delhi,2026-12-03,4,NetBanking,0.05,18fe93fa2346775ac0ce55d2f5db973831cf7d53c23b88c17316de9b1b763a3b,XXXXXX9488,successful,Sofa,Furniture,320000.0,16000.0,304000.0
1397,812,Chris Lane,106,80000.0,Sofa,FURN,online,Hyderabad,2026-02-15,3,UPI,0.2,ca3c693d5882bb9d9f6bec790201085f4e34e2ed54a218e45022a775329bd27a,XXXXXX0684,successful,Sofa,Furniture,240000.0,48000.0,192000.0
1398,29,Leah Dunn,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-06-11,1,UPI,0.15,a4be4ea2fc553b12c27194bc24cb8d5f9b6583bb9f24d25b4537b1afa6ec02c0,XXXXXX6479,successful,Phone,Electronics,70000.0,10500.0,59500.0
1399,38,Laura Shelton,109,65000.0,Refrigerator,home appliances,online,Bangalore,2025-07-20,5,UPI,0.15,f0127c09f5e3264ee1dde43f3570716b6ac8a951113c0dfb72314decf1cf0fe6,XXXXXX7405,successful,Refrigerator,Home Appliances,325000.0,48750.0,276250.0
1400,151,Jennifer Sims,103,1300.0,Shirt,Clothing,offline,Delhi,2025-12-12,1,Cash,0.25,1726d10374e3c1cd6c1b03fa698205ac881829c298c6275ef115a66d9eac6ea5,XXXXXX3778,successful,Shirt,Clothing,1300.0,325.0,975.0
1401,52,David Hernandez,108,15000.0,Mixer Grinder,home appliances,offline,Mumbai,2025-12-06,2,Card,0.05,9b82d5cceae5bfca42eb719b58003af6a0b4b422d227fdeb3e7ff72affaa1087,XXXXXX2999,successful,Mixer Grinder,Home Appliances,30000.0,1500.0,28500.0
1402,865,Jessica Patterson,103,1300.0,Shirt,clothing,online,Hyderabad,2026-02-24,1,UPI,0.05,e3592139e35c685053cfae7009c4f6e4c20ba3034c91d18a59d67a907a108aad,XXXXXX0460,successful,Shirt,Clothing,1300.0,65.0,1235.0
1403,553,Veronica Davis,103,1300.0,Shirt,clothing,online,Mumbai,2026-03-29,3,NetBanking,0.4,6d250aacb701bdd06d787e6edddbb4e5a8a3668ac60dbe77ad4e921de8f0e63d,XXXXXX9972,successful,Shirt,Clothing,3900.0,1560.0,2340.0
1404,387,Kenneth Rocha,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-10-18,2,UPI,0.3,f42d5e3c5f55e537502d2540211ae55523fc461e910545d2c4282f0a5c5ffa3c,XXXXXX3283,successful,Microwave,Home Appliances,90000.0,27000.0,63000.0
1405,323,Victoria Phillips,109,65000.0,Refrigerator,home appliances,offline,Hyderabad,2026-04-04,5,Card,0.25,efb886dfcda463d9db025884f2bf890bdc5a9dd08f82cde9dabbd1248637af70,XXXXXX0994,successful,Refrigerator,Home Appliances,325000.0,81250.0,243750.0
1406,572,Holly Russell,108,15000.0,Mixer Grinder,HOME,online,Hyderabad,2026-02-08,4,UPI,0.4,92117a1a1e1853e5b9db6a40dd367e81dc5903f7dacb1a5fbcb6325abe6d7dfb,XXXXXX0837,successful,Mixer Grinder,Home Appliances,60000.0,24000.0,36000.0
1407,181,Maria Robinson,107,50000.0,Dining Table,Furniture,online,Delhi,2025-08-13,5,NetBanking,0.2,35422c1d429d29fd2762fbd57ed7705b3be3f22ec4f67a573b7f5bb5321a12fa,XXXXXX2717,successful,Dining Table,Furniture,250000.0,50000.0,200000.0
1408,924,Mikayla Krause,102,70000.0,Phone,Electronics,online,Hyderabad,2025-10-24,4,Cash,0.25,a2308c0a093902245116aa424f16bb8f01d88631aa93177a8f1441e2a0a700ee,XXXXXX7031,successful,Phone,Electronics,280000.0,70000.0,210000.0
1409,230,Jose Guerrero,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-08-31,5,NetBanking,0.35,1bd662bf7c2b8a2805e52bff5d4285e77234b60beef56529c05def844f1fe349,XXXXXX5176,successful,TV,Electronics,225000.0,78750.0,146250.0
1410,790,Andrea Jimenez,110,45000.0,Microwave,home appliances,offline,Bangalore,2026-03-08,4,Card,0.25,fb89d8b51a9bd1ecbd5276b3fa0f5ac74d720b6f8b3350ebb1405796b192d7ec,XXXXXX0703,successful,Microwave,Home Appliances,180000.0,45000.0,135000.0
1410,790,Andrea Jimenez,110,45000.0,Microwave,home appliances,offline,Bangalore,2026-03-08,4,Card,0.25,fb89d8b51a9bd1ecbd5276b3fa0f5ac74d720b6f8b3350ebb1405796b192d7ec,XXXXXX0703,failed,Microwave,Home Appliances,180000.0,45000.0,135000.0
1411,702,Robert Jackson,103,1300.0,Shirt,CLOTH,online,Delhi,2026-01-01,5,Cash,0.25,f338814c7e5111e7af6919f8028b285dffcbd2914882f8e6cff7f55d6aff2163,XXXXXX6138,successful,Shirt,Clothing,6500.0,1625.0,4875.0
1412,431,Tracie Kim,102,70000.0,Phone,Electronics,offline,Bangalore,2025-11-30,2,Cash,0.05,ea820d3d630b7ac55cb8412a53d6328bb258a9604b0288bd7f1feb4de4c0026c,XXXXXX5130,successful,Phone,Electronics,140000.0,7000.0,133000.0
1414,692,Paige Brown,110,45000.0,Microwave,HOME,offline,Bangalore,2026-01-20,4,Cash,0.25,19c66f0c05ca813a58b9de8e8bddbdc88a628a01c2be6c19c51a9d808d9a3a4a,XXXXXX7367,successful,Microwave,Home Appliances,180000.0,45000.0,135000.0
1415,660,Jessica Stephenson,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-08-19,3,Card,0.3,adefda058ca7369ebd85ec19865072ce00512ef9832d2209cbdf212783668d55,XXXXXX1390,successful,TV,Electronics,135000.0,40500.0,94500.0
1416,977,Gloria Navarro,101,250000.0,Laptop,Electronics,offline,Chennai,2026-02-25,5,Cash,0.15,57a55b9550f75bc8de4f58e05098c93805b9c3afdcad32b88448f39709bf1949,XXXXXX0862,successful,Laptop,Electronics,1250000.0,187500.0,1062500.0
1416,977,Gloria Navarro,101,250000.0,Laptop,Electronics,offline,Chennai,2026-02-25,5,Cash,0.15,57a55b9550f75bc8de4f58e05098c93805b9c3afdcad32b88448f39709bf1949,XXXXXX0862,failed,Laptop,Electronics,1250000.0,187500.0,1062500.0
1417,654,Amy Ramos,102,70000.0,Phone,Electronics,online,Chennai,2025-10-26,5,Card,0.25,a59da6d61b4c0ee5bc5f5a976d70344305dc9ff8872e14ab0e54eec9e26aaccb,XXXXXX2859,successful,Phone,Electronics,350000.0,87500.0,262500.0
1418,495,John Cummings,109,65000.0,Refrigerator,home appliances,online,Hyderabad,2025-09-24,4,Cash,0.05,deff447adabc5e132c994d4648ccfe19ea87da1c2fb3bd0725013ed00b33f7e0,XXXXXX7125,successful,Refrigerator,Home Appliances,260000.0,13000.0,247000.0
1419,579,Christian Clay,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-07-31,3,Card,0.15,414e0f010f760b463810d9444e140b2105ea924f4803bae4eca5b695b20f65fa,XXXXXX2846,successful,Laptop,Electronics,750000.0,112500.0,637500.0
1420,249,Alyssa Henderson,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-07-30,1,Card,0.3,e85a7a09d6dca5929883dce5a1217bb242b0d7843835621294dd1c824464795a,XXXXXX5109,successful,Dining Table,Furniture,50000.0,15000.0,35000.0
1421,462,Steven Perry,104,8000.0,Shoes,clothing,online,Bangalore,2025-12-22,2,Cash,0.1,980a38f3d0dfae199094821495ec1ea091223e50cac7fb3a060cfea948cf194a,XXXXXX3279,successful,Shoes,Clothing,16000.0,1600.0,14400.0
1421,462,Steven Perry,104,8000.0,Shoes,clothing,online,Bangalore,2025-12-22,2,Cash,0.1,980a38f3d0dfae199094821495ec1ea091223e50cac7fb3a060cfea948cf194a,XXXXXX3279,failed,Shoes,Clothing,16000.0,1600.0,14400.0
1422,652,Charles Fleming,105,45000.0,Tv,Electronics,offline,Delhi,2025-06-17,2,Card,0.2,2286702f6adac1b9abaeefc7a80e7c1dd8f760fc6ebe86d22573d13dbe09a35b,XXXXXX4499,successful,TV,Electronics,90000.0,18000.0,72000.0
1423,905,Katie George,110,45000.0,Microwave,HOME,online,Hyderabad,2026-03-21,1,Card,0.3,60ee388dcd89cabe35d66ac6cdc19bdc2e0764f9b000bdf2b1bb1baff8fd6939,XXXXXX2952,successful,Microwave,Home Appliances,45000.0,13500.0,31500.0
1424,159,Patrick Lucas,105,45000.0,Tv,Electronics,offline,Delhi,2025-08-31,2,NetBanking,0.4,7958788bdcdc8d5c0da5fab9fa246852affbd2862e7a4170b0c8ebcf41a6ab6e,XXXXXX3339,successful,TV,Electronics,90000.0,36000.0,54000.0
1424,159,Patrick Lucas,105,45000.0,Tv,Electronics,offline,Delhi,2025-08-31,2,NetBanking,0.4,7958788bdcdc8d5c0da5fab9fa246852affbd2862e7a4170b0c8ebcf41a6ab6e,XXXXXX3339,failed,TV,Electronics,90000.0,36000.0,54000.0
1425,285,Amanda Anderson,106,80000.0,Sofa,FURN,online,Chennai,2025-06-22,3,Card,0.25,b16f4e6d8be3b6bfd68203c6498a14c19a23148a6faa7159900571cfda9889db,XXXXXX0174,successful,Sofa,Furniture,240000.0,60000.0,180000.0
1426,343,Allen Mcdowell,106,80000.0,Sofa,Furniture,online,Bangalore,2025-01-08,5,Cash,0.3,c01d0229e45d0660d58eb5a3cd00d9faca9bed5a21dfb9ddd036156ff904a3d9,XXXXXX1170,successful,Sofa,Furniture,400000.0,120000.0,280000.0
1427,571,Frederick Stevenson,104,8000.0,Shoes,CLOTH,online,Chennai,2025-07-18,3,UPI,0.3,e35c66f397d71666d1938474e0d18c6d618603727018dc5cbecdf95b8e695947,XXXXXX4716,successful,Shoes,Clothing,24000.0,7200.0,16800.0
1428,661,Jennifer Cooper,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-11-06,2,NetBanking,0.05,c111f9ef0623808dc5ecc7fb44bdbdd94d5df536ebf836aef7112acbf1690e95,XXXXXX4609,successful,Mixer Grinder,Home Appliances,30000.0,1500.0,28500.0
1429,488,Kathy Henry,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-05-31,1,Card,0.4,2b629d6305d99485be4c6622a33404bfa1efc1b446c3b3b841544db2af4c0e7d,XXXXXX7501,successful,Mixer Grinder,Home Appliances,15000.0,6000.0,9000.0
1430,739,Brian Fuller,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-08-24,1,Card,0.3,e83fd4650688c1ec7e39ba7779ae3dc710723187f90c1fcf81d806dd9694b41b,XXXXXX7238,successful,Microwave,Home Appliances,45000.0,13500.0,31500.0
1432,946,Lisa Cochran,108,15000.0,Mixer Grinder,HOME,online,Delhi,2025-08-10,1,Cash,0.3,de0b75129679b50c6e972d740b5d620d1096d3feed03f8ab772ec191ca6ea6e4,XXXXXX0319,successful,Mixer Grinder,Home Appliances,15000.0,4500.0,10500.0
1433,649,Carrie Johnson,110,45000.0,Microwave,home appliances,offline,Bangalore,2026-03-12,2,UPI,0.2,16ce3824f2f2fe7516d9748e101cb5197bd8d0c51790db6fb04795a47ffdfeb5,XXXXXX3544,successful,Microwave,Home Appliances,90000.0,18000.0,72000.0
1434,198,Carrie Houston,104,8000.0,Shoes,Clothing,offline,Chennai,2026-12-01,1,Cash,0.35,de4bb8f258077babfb8c305f90f76e2be85682a12b975e11a98fdc8c93188546,XXXXXX2807,successful,Shoes,Clothing,8000.0,2800.0,5200.0
1435,247,David Cherry,105,45000.0,Tv,Electronics,online,Bangalore,2025-10-06,5,Cash,0.2,9c946e82b017f71f88ecc7ddf6421114d33c5f765b7b0aa6f84fddf198c758ed,XXXXXX9339,successful,TV,Electronics,225000.0,45000.0,180000.0
1436,192,Nina Robinson,108,15000.0,Mixer Grinder,HOME,online,Bangalore,2026-01-18,5,Card,0.15,222c27986390f5ea914ddd23b266a931ae771fbc400588afaa384cd7ec3d1302,XXXXXX7116,successful,Mixer Grinder,Home Appliances,75000.0,11250.0,63750.0
1437,18,Allison Adams,105,45000.0,Tv,Electronics,offline,Mumbai,2025-06-13,1,NetBanking,0.1,71f22587125c00dac090d0922a524b815f178ede552c9f108cf56cfe28d43430,XXXXXX8299,successful,TV,Electronics,45000.0,4500.0,40500.0
1438,579,Christian Clay,102,70000.0,Phone,Electronics,offline,Mumbai,2025-10-01,5,Card,0.35,414e0f010f760b463810d9444e140b2105ea924f4803bae4eca5b695b20f65fa,XXXXXX2846,successful,Phone,Electronics,350000.0,122499.99999999999,227500.0
1439,452,Cory Humphrey,109,65000.0,Refrigerator,home appliances,online,Hyderabad,2025-06-26,5,Cash,0.2,36c0fd5811151249b7527006cf1f2a30104d304917e361238015b6d082c8018a,XXXXXX7438,successful,Refrigerator,Home Appliances,325000.0,65000.0,260000.0
1440,464,Gail Wilson,103,1300.0,Shirt,clothing,online,Mumbai,2025-07-08,3,UPI,0.1,e2ac167500ccbba3bf08d2098fbd155787574fdd16c63e1e12ee5c8ee0f7253a,XXXXXX1338,successful,Shirt,Clothing,3900.0,390.0,3510.0
1441,634,Melissa Marshall,105,45000.0,Tv,Electronics,online,Mumbai,2026-02-21,1,Cash,0.3,0683485fece451aed527b062b8b35af7c8b9f9a930c8cfcc8564b74a145b5016,XXXXXX9039,successful,TV,Electronics,45000.0,13500.0,31500.0
1442,820,Mary Goodwin,106,80000.0,Sofa,FURN,offline,Delhi,2026-01-09,5,Cash,0.25,628d076147024f7fae6fe26aeb716217047f8c5d8e390784fd74aab065970e04,XXXXXX9201,successful,Sofa,Furniture,400000.0,100000.0,300000.0
1443,702,Robert Jackson,109,65000.0,Refrigerator,home appliances,online,Delhi,2026-02-28,4,Card,0.05,f338814c7e5111e7af6919f8028b285dffcbd2914882f8e6cff7f55d6aff2163,XXXXXX6138,successful,Refrigerator,Home Appliances,260000.0,13000.0,247000.0
1444,683,Lauren Diaz,110,45000.0,Microwave,HOME,offline,Mumbai,2025-07-04,4,Card,0.25,7b5529052fdbaa14cdc16c3274b43989080935289cd4e70e812fbbabbbb02120,XXXXXX7000,successful,Microwave,Home Appliances,180000.0,45000.0,135000.0
1445,758,Nichole Jones,105,45000.0,Tv,Electronics,online,Chennai,2025-11-01,1,NetBanking,0.25,619d4c2306021529d41a2f1dadbf7cac66747afac77fc6ec6eb547402c385dba,XXXXXX6772,successful,TV,Electronics,45000.0,11250.0,33750.0
1446,168,Joyce Robertson,108,15000.0,Mixer Grinder,home appliances,offline,Mumbai,2026-03-11,2,Cash,0.15,bf415c654f33244dbfda908e4e5e7c167de81383a776a4e1dc6dc0b4d66c06e0,XXXXXX0417,successful,Mixer Grinder,Home Appliances,30000.0,4500.0,25500.0
1447,987,Daniel Harper,104,8000.0,Shoes,Clothing,offline,Delhi,2025-12-08,5,UPI,0.05,6e54d96bc2dd7786b39b68c1fe203128158ff583fc7f48158d74a342cb4c76aa,XXXXXX1659,successful,Shoes,Clothing,40000.0,2000.0,38000.0
1448,464,Gail Wilson,110,45000.0,Microwave,home appliances,offline,Mumbai,2026-06-04,4,UPI,0.25,e2ac167500ccbba3bf08d2098fbd155787574fdd16c63e1e12ee5c8ee0f7253a,XXXXXX1338,successful,Microwave,Home Appliances,180000.0,45000.0,135000.0
1448,464,Gail Wilson,110,45000.0,Microwave,home appliances,offline,Mumbai,2026-06-04,4,UPI,0.25,e2ac167500ccbba3bf08d2098fbd155787574fdd16c63e1e12ee5c8ee0f7253a,XXXXXX1338,failed,Microwave,Home Appliances,180000.0,45000.0,135000.0
1449,582,Kristin Bradley,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-10-08,3,NetBanking,0.4,1fe510f253241b87edb5c029c6ee40ab35d705d0e17022f21f3b8fc35e979925,XXXXXX1944,successful,Laptop,Electronics,750000.0,300000.0,450000.0
1450,528,Kerri Rodriguez,103,1300.0,Shirt,clothing,offline,Chennai,2025-11-09,5,NetBanking,0.25,8c51fb1e34f92f845932b5204e80a397331a4d8abc4058dd2e132f4d5da91a7b,XXXXXX0493,successful,Shirt,Clothing,6500.0,1625.0,4875.0
1451,135,Daniel Wallace,108,15000.0,Mixer Grinder,home appliances,offline,Bangalore,2025-07-13,3,UPI,0.15,fd2c5408f08effc1df28bd48983da63517cbd20c4d01621870ea6478ca5737b1,XXXXXX3314,successful,Mixer Grinder,Home Appliances,45000.0,6750.0,38250.0
1452,276,Kelly Montgomery,104,8000.0,Shoes,clothing,offline,Delhi,2025-05-14,3,Cash,0.1,3c948054fc013fb7bef0d6141fc4c1ddf35976295aa5fa96133e234ad2f0071b,XXXXXX3046,successful,Shoes,Clothing,24000.0,2400.0,21600.0
1453,971,Larry Ramos,106,80000.0,Sofa,Furniture,offline,Chennai,2025-07-10,1,Cash,0.15,2cdff5bb460296020781eac93c84a9e1dfb2c0e531c81abc30b3f3c5826c5a7d,XXXXXX5114,successful,Sofa,Furniture,80000.0,12000.0,68000.0
1454,869,Krystal Hudson,108,15000.0,Mixer Grinder,HOME,online,Mumbai,2025-10-30,2,UPI,0.15,627e52bcba8dcdccf79a7ab5dc6ebe26438a2fe7723bfd6d1e639f1ebb15860c,XXXXXX3079,successful,Mixer Grinder,Home Appliances,30000.0,4500.0,25500.0
1455,495,John Cummings,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-07-22,5,Cash,0.1,deff447adabc5e132c994d4648ccfe19ea87da1c2fb3bd0725013ed00b33f7e0,XXXXXX7125,successful,Microwave,Home Appliances,225000.0,22500.0,202500.0
1456,339,Stacy Hernandez,101,250000.0,Laptop,Electronics,offline,Delhi,2026-03-26,1,Cash,0.05,8c58d3fc8abe788ab41ed1a5afcbf1131d66465bbfcd2904db7d624bc75a5f67,XXXXXX4384,successful,Laptop,Electronics,250000.0,12500.0,237500.0
1457,673,Nicole Davis,110,45000.0,Microwave,HOME,offline,Mumbai,2025-12-29,2,UPI,0.4,7ca94171233cde0d35b3dcad9b958c8fafd28dafcd9a520810290c7582fcd5c4,XXXXXX3301,successful,Microwave,Home Appliances,90000.0,36000.0,54000.0
1457,673,Nicole Davis,110,45000.0,Microwave,HOME,offline,Mumbai,2025-12-29,2,UPI,0.4,7ca94171233cde0d35b3dcad9b958c8fafd28dafcd9a520810290c7582fcd5c4,XXXXXX3301,failed,Microwave,Home Appliances,90000.0,36000.0,54000.0
1458,863,Travis Morgan,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-01-11,2,UPI,0.25,75e9efdde1cd6badea9f2167dfd3bf1a81ad5db3fcc912dc4d2a7f823df6720e,XXXXXX4457,successful,Shoes,Clothing,16000.0,4000.0,12000.0
1459,480,Denise Guerra,102,70000.0,Phone,Electronics,online,Hyderabad,2026-04-03,1,UPI,0.3,099f714054b00f0cfc28be88ac839f7e0ff384408f244763e23dde05bdb47bb2,XXXXXX2109,successful,Phone,Electronics,70000.0,21000.0,49000.0
1460,685,David Mcgee,108,15000.0,Mixer Grinder,home appliances,offline,Chennai,2025-12-24,5,Card,0.25,83b624f8365db25ec917bf94677688ac52d00b3e406336a4bbcb9caf35777053,XXXXXX1121,successful,Mixer Grinder,Home Appliances,75000.0,18750.0,56250.0
